search_term,search_country,site,title,company,location,date_posted,min_amount,max_amount,currency,job_url,description
content creator agencia creativa,Spain,indeed,Influence Strategist,DDB Spain,"Madrid, MD, ES",2026-04-26,,,,https://es.indeed.com/viewjob?jk=dc9f98f4cb08cd3d,"#### **Perfil**



En TBWA\-DDB Madrid buscamos un/a **Influence Strategist**. Un perfil dinámico y creativo, profundamente conectado con las tendencias y la cultura social, capaz de transformar insights en ideas relevantes para marcas. Colaborativo por naturaleza, disfruta el trabajo en equipo y aporta una visión estratégica para desarrollar campañas de influencer marketing innovadoras y con impacto.


**Responsabilidades**


* Gestionar el scouting, selección y negociación con influencers y content creators, alineando cada colaboración con los objetivos del cliente.
* Diseñar e implementar estrategias de influencer marketing integradas en campañas 360º.
* Gestionar relaciones con influencers y agencias, incluyendo briefings, entregables y timings.
* Detectar y anticipar tendencias en redes sociales (TikTok, Instagram, Twitch, Yotube, etc.) y aplicarlas de forma estratégica a campañas.
* Medir y analizar el rendimiento de campañas a través de KPIs.
* Elaborar reportes y presentar resultados con insights accionables.
* Colaborar con equipos creativos, estratégicos y de data para asegurar que el contenido esté alineado con la identidad de marca y el storytelling.


**Requisitos**


* \+2 años de experiencia en influencer marketing (valorable experiencia en agencia).
* Perfil dinámico, creativo y orientado a resultados.
* Experiencia gestionando campañas con influencers y negociando colaboraciones.
* Conocimiento profundo de plataformas sociales y métricas de rendimiento.
* Alta sensibilidad hacia tendencias, cultura digital y contenido.
* Excelentes habilidades de comunicación, organización y gestión de proyectos.


**¿Qué ofrecemos?**



Modelo de trabajo híbrido: días presenciales en la oficina combinados con días de teletrabajo.  

Ambiente de trabajo creativo y dinámico donde podrás desarrollar todo tu talento y podrás crecer personal y profesionalmente.  

Programa de beneficios y acceso a formación continuada.

  



Todas las candidaturas serán consideradas para el empleo, independientemente de su raza, orientación sexual o edad."
gestora redes sociales editorial,Spain,indeed,Digital Marketing Specialist,Venair,"Terrassa, CT, ES",2026-04-24,,,,https://es.indeed.com/viewjob?jk=871b00f6974e8b6c,"**SOBRE VENAIR**


Venair es una empresa de ingeniería fundada en Barcelona en 1986, especializada en el diseño, fabricación y soporte de soluciones de transferencia de fluidos en silicona. Con presencia internacional y tres divisiones estratégicas — Manufacturing Solutions, Life Science Solutions y Consumer Goods Solutions — trabajamos con las empresas más exigentes del mundo en sectores como pharma, biotech, automoción, alimentación y sistemas eléctricos.


**Ubicación y modalidad de trabajo**  

La posición está basada en nuestras oficinas centrales de Terrassa (Barcelona) y requiere presencialidad diaria (100% onsite).  

Buscamos preferiblemente perfiles residentes en el Vallès Occidental o zonas cercanas con facilidad de desplazamiento diario.

**RESPONSABILIDADES**

**Gestión web y contenidos**

* Gestionar y mantener venair.com: estructura, contenidos, landing pages y páginas de producto.
* Publicar y actualizar contenido técnico en coordinación con los equipos de producto y ventas.
* Garantizar que la web refleja fielmente la identidad y el tono de marca de Venair.
* Supervisar la experiencia de usuario (UX) e identificar oportunidades de mejora continua.

**SEO — Posicionamiento orgánico**

* Definir y ejecutar la estrategia SEO on\-page y off\-page, con foco en tráfico cualificado B2B.
* Realizar auditorías técnicas SEO periódicas y coordinar su implementación con el equipo técnico.
* Investigar palabras clave por segmento (High Performance, Biopharm, Nutrition \& Personal Care, E\&E Systems).
* Monitorizar rankings, tráfico orgánico y conversiones con herramientas analíticas.

**SEM — Publicidad de pago**

* Planificar, ejecutar y optimizar campañas en Google Ads (Search, Display, Shopping si aplica).
* Gestionar presupuestos de paid media con criterio de ROI.
* Realizar tests A/B de anuncios y landing pages para mejorar tasas de conversión.
* Reportar resultados y proponer ajustes de estrategia mensualmente.

**Redes sociales y comunicación digital**

* Gestionar los canales sociales de Venair (LinkedIn principalmente, y otros canales relevantes para el sector).
* Definir el calendario editorial y producir contenido alineado con la estrategia de marca.
* Hacer seguimiento de métricas de engagement, alcance y conversión en redes.
* Coordinar con el equipo de Marketing la coherencia entre comunicación online y offline.

**PERFIL BUSCADO**

**Experiencia y formación**

* Mínimo 3 años de experiencia en posiciones similares de marketing digital.
* Experiencia demostrable en empresas B2B industriales, de ingeniería o manufactura (imprescindible).
* Formación en Marketing, Comunicación, ADE o disciplinas afines.
* Residencia en Vallès Occidental.

**Conocimiento técnico de herramientas**

* CMS: WordPress u otros gestores de contenido web.
* SEO: SEMrush, Ahrefs o similar. Google Search Console. Google Analytics 4\.
* SEM: Google Ads (certificación Google valorada).
* Redes: LinkedIn Campaign Manager y herramientas de programación/analítica social.
* Reporting: capacidad de construir dashboards y leer datos con criterio.

**Competencias clave**

* Pensamiento analítico: tomas decisiones con datos, no con intuiciones.
* Orientación a resultados: un buen informe no te interesa si los números no mejoran.
* Capacidad de comunicar conceptos técnicos de forma clara — tanto en textos web como en posts.
* Autonomía y proactividad: no esperas que te digan qué optimizar.
* Trabajo en equipo con departamentos transversales (ventas, producto, técnico).

**Idiomas**

* Español: nivel nativo o profesional.
* Inglés: nivel alto (B2/C1\) imprescindible — Venair opera en mercados internacionales.
* Otros idiomas europeos: valorados.

**LO QUE OFRECEMOS**

* Contrato indefinido.
* Salario competitivo acorde a la experiencia aportada por el candidato.
* Plan de carrera y desarrollo profesional.
* Horario flexible de lunes a jueves (8:00\-9:00 a 16:45\-17:45\) y jornada intensiva los viernes (8:00 a 14:30\).
* Seguro médico privado con bonificación del 80% por parte de la empresa.
* Clases de inglés con profesor nativo.
* Formación continua en idiomas, producto, herramientas y negocio.
* Eventos corporativos.
* Ambiente de trabajo joven, dinámico y multicultural.

**PROCESO DE SELECCIÓN**


Si tu perfil encaja, el proceso es directo y sin burocracia innecesaria. Revisamos candidaturas, hacemos una primera llamada de contacto, y si avanzamos, una entrevista con el equipo de Marketing y RRHH. En algunos casos podemos pedir una prueba técnica breve."
diseñadora editorial plataforma,Mexico,indeed,Estratega de Contenido Digital - The Coffee México,The Coffee,"Zapopan, JAL, MX",2026-04-24,,,,https://mx.indeed.com/viewjob?jk=3323f99bb9c3aec8,"En *The Coffee México* estamos buscando a quien quiera tomar el control de lo que contamos como marca. No buscamos solo a alguien que publique contenido, sino a quien defina la narrativa, entienda el porqué detrás de cada pieza y convierta ideas en estrategia.

**¿Cuál será tu misión?**  
Liderar la estrategia de contenido digital, asegurando que cada mensaje refleje la esencia de la marca y conecte con nuestra audiencia en cada plataforma.

**Lo que harás en el día a día:**

* Diseñar y ejecutar la estrategia de contenido: pilares, tono de voz, formatos y frecuencia
* Construir y gestionar el calendario editorial mensual alineado a campañas y temporadas
* Crear contenido propio (reels, videos cortos, copies para Instagram y TikTok)
* Coordinar la publicación y gestión de comunidad junto con el equipo operativo
* Dar dirección creativa clara a diseñadores y agencias externas
* Analizar métricas y optimizar la estrategia con base en resultados reales
* Detectar y capitalizar tendencias relevantes en café, food y lifestyle
* Alinear mensajes con el área de email marketing

**Lo que buscamos en ti:**

* 2 a 4 años de experiencia en estrategia de contenido digital
* Portafolio con resultados comprobables (no solo ejecución visual)
* Experiencia en marcas de food, café o lifestyle
* Capacidad para crear contenido propio (sí, también frente a cámara)
* Habilidad para manejar diferentes identidades de marca con claridad
* Residencia en Guadalajara o zona metropolitana

**Herramientas que usarás:**  
Meta Business Suite, TikTok Creator Studio, Canva, Notion o Asana

Si te interesa construir contenido con intención, estrategia y creatividad real, queremos conocerte.

Tipo de puesto: Por tiempo indeterminado

Sueldo: $16,000\.00 \- $18,000\.00 al mes

Beneficios:

* Bebidas gratis
* Descuento de empleados
* Descuentos y precios preferenciales
* Estacionamiento de la empresa
* Estacionamiento gratuito
* Opción a contrato indefinido
* Trabajo desde casa

Lugar de trabajo: remoto híbrido en Zapopan, Jal."
diseñadora editorial plataforma,Mexico,indeed,Diseñador Junior,LUMOGU S DE RL DE CV,"Moctezuma 2a Sección, DIF, MX",2026-04-24,,,,https://mx.indeed.com/viewjob?jk=c589ca6c97c036f2,"OBJETIVO DEL PUESTO:

Apoyar en el desarrollo de piezas gráficas para campañas publicitarias, siguiendo lineamientos de marca y supervisión del jefe de diseño, contribuyendo al cumplimiento de los objetivos visuales de la agencia y fortaleciendo sus habilidades profesionales.

FUNCIONES Y RESPONSABILIDADES:

* Desarrollo de piezas gráficas para campañas publicitarias.
* Diseño de contenido para redes sociales, web y medios impresos.
* Colaboración con copywriters y directores creativos.
* Adaptación de diseño a diferentes formatos impresos,
* Revisión y ajuste según feedback del cliente o equipo interno.
* Cumplimiento de fechas de entrega.

CONOCIMIENTOS TÉCNICOS:

* Dominio de ILLUSTRATOR, PHOTOSHOP, INDISIDE, BLENDER, PREMIER.
* Conocimiento de diseño para redes sociales.
* Conocimiento de la plataforma CMR (deseable).
* Manejo de identidad corporativa y branding.
* Conocimiento de preprensa y salida de archivos impresos.
* Conocimiento de UX/UI (digital, diseño de interfaz gráfica)
* Conocimiento de motion graphics y edición de video premier.
* Conocimiento en materias de impresión en general rígidos y flexibles.
* Preparación de archivo para impresión y medios digitales.

HABILIDADES:

* Alto sentido de la estética y atención al detalle.
* Capacidad para desarrollar conceptos visuales innovadores.
* Trabajo en equipo.
* Trato técnico con clientes.
* Habilidades de redacción y ortografía.

FORMACIÓN ACADÉMICA:

* Licenciatura en Comunicación, Marketing, Diseño Gráfico, Multimedia y/o afín.
* Técnico en editorial y preprensa, Diseño Gráfico.
* Maestrías editoriales (opcional)

EXPERIENCIA:

* 1 a 2 años de experiencia en puestos similares en agencias de publicidad, marketing y/o imprentas en general.

Disponibilidad para laborar de lunes a viernes de 9:00 a.m. a 18:00 p.m. y sábados de 9:00 a.m. a 14:00 p.m.

Tipo de puesto: Tiempo completo

Sueldo: $10,000\.00 \- $10,500\.00 al mes

Lugar de trabajo: Empleo presencial"
diseñadora editorial plataforma,Mexico,indeed,Diseñador Gráfico Sr.,D AGENCIA DISPLAY,"Ex-Hipódromo de Peralvillo, DIF, MX",2026-04-23,,,,https://mx.indeed.com/viewjob?jk=504f6fb0c2b24865,"**DISEÑADOR GRÁFICO SR. 2D / DIGITAL**

Agencia Productora de Eventos

Ciudad de México, CDMX

**HABILIDADES**

DISEÑO GRÁFICO

VIDEOS

EDICIÓN Y ANIMACIÓN

**ESCOLARIDAD**

LICENCIATURA TERMINADA (Obligatorio)

**INFORMACIÓN DEL EMPLEO**

Sueldo mensual de $11,000 a $13,000

Tipo Tiempo Completo Presencial

Experiencia mínima 3 a 5 años (mínimo deseable)

Jornada de lunes a viernes de 9 a 18hrs. sábados de 10 a 14hrs.

Contratación directa por la empresa, crecimiento laboral.

**DESCRIPCIÓN COMPLETA DEL EMPLEO**

Buscamos Diseñador Gráfico Sr. con especialidad en 2D y comunicación audio visual, altamente creativo y comprometido con la calidad de su trabajo, preparado para asumir retos creativos en un entorno dinámico y colaborativo.

**RESPONSABILIDADES**

· Desarrollar conceptos visuales y animaciones impactantes para Proyectos de alto nivel.

· Diseño editorial y gráfico en varias plataformas, garantizando la coherencia visual y el cumplimiento de plazos muy ajustados.

· Colaborar estrechamente con otros departamentos para asegurar que las entregas cumplan con los más altos estándares de Calidad.

· Gestión eficiente de múltiples Proyectos simultáneos, asegurando la resolución proactiva de cualquier desviación.

**REQUISITOS TÉCNICOS**

· Experiencia comprobable en diseño creativo para eventos BTL y Digital.

· Excelente manejo en AI, Adobe Photoshop (Ps), Adobe InDesign, Illustrator,

· Conocimiento en programas de animación y edición de video como After effects, Final cut, Premiere Pro (Pr), Animaker, etc.

· Manejo de altas de impresión en gran formato.

· Tolerancia a la frustración y capacidad de resolver bomberazos.

**CANDIDATO IDEAL**

· Proactivo, con capacidad para resolver situaciones de forma creativa y bajo presión.

· Atención excepcional al detalle y enfoque orientado a resultados.

· Alta capacidad de autogestión en un entorno virtual, con fuerte sentido del compromiso y urgencia.

· Habilidades comprobadas en la gestión de Proyectos de Diseño, desde la conceptualización hasta la ejecución final.

Tipo de puesto: Tiempo completo

Sueldo: $11,000\.00 \- $13,000\.00 al mes

Beneficios:

* Opción a contrato indefinido

Pregunta(s) de postulación:

* ¿Cómo te aseguras de prestar atención a los detalles cuando trabajas en varios proyectos al mismo tiempo?

Experiencia:

* Eventos BTL: 2 años (Obligatorio)

Lugar de trabajo: Empleo presencial"
diseñadora editorial plataforma,Mexico,indeed,Diseño Gráfico / Especialista en manejo de IA,General de Productos para el Agua,"Guadalajara, JAL, MX",2026-04-23,,,,https://mx.indeed.com/viewjob?jk=231644cc911cc439,"General de Productos para el Agua (GPA), somos una compañía con 60 años en el mercado y actualmente en un proceso de expansión estratégica. Lideres en venta y distribución de productos para albercas, tratamiento de agua, bombeo, paneles fotovoltaico y mas, nos encontramos en búsqueda de:

DISEÑADOR GRAFICO / ESPECIALISTA EN MANEJO IA.

Escolaridad Indispensable: Licenciatura concluida en diseño trafico y digital, Animación y Arte Digital, Multimedia o a fin.

HABILIDADES:

Uso de herramientas de IA como ChatGPT, Midjourney, DALL·E y Adobe Firefly para generación de conceptos visuales.

Creación de imágenes y recursos gráficos mediante IA.

Adaptación de diseños para formatos digitales y redes sociales

Dominio de Adobe Illustrator para diseño vectorial, logotipos, ilustraciones y material publicitario.

Manejo de Adobe Photoshop para edición y retoque de imágenes.

Conocimiento de Adobe InDesign para diseño editorial y maquetación.

Desarrollo de identidad visual y branding.

Preparación de archivos para impresión y producción gráfica.

Optimización del flujo creativo para acelerar procesos de ideación y diseño.

EXPERIENCIA REQUERIDA:

Mínima de 2 a 3 años en diseño gráfico, desarrollando materiales visuales para medios impresos y digitales

Uso de herramientas de inteligencia artificial como ChatGPT, Midjourney, DALL·E y Adobe Firefly para generación de conceptos visuales y optimización de procesos creativos.

Experiencia en el manejo de herramientas de diseño como Adobe Illustrator, Adobe Photoshop y Adobe InDesign.

Experiencia en desarrollo de identidad visual, diseño publicitario y materiales corporativos.

Diseño de contenido visual para redes sociales y campañas digitales en plataformas como Instagram, Facebook y LinkedIn.

Experiencia en adaptación de diseños para formatos digitales e impresos.

Deseable experiencia en administración y actualización de sitios web en plataformas como WordPress.

CONOCIMIENTOS:

IA aplicada al diseño gráfico, Manejo avanzado de Adobe Illustrator, Adobe Photoshop, Adobe InDesign.

COMPETENCIAS:

Creatividad estratégica, capacidad de conceptualización, gestión eficiente del tiempo, trabajo en equipo multidisciplinario y adaptabilidad técnica.

OFRECEMOS:

Sueldo base competitivo, Prestaciones de Ley, Vales de despensa, Fondo de ahorro, Seguro de vida, Permisos adicionales con goce de sueldo.

Horario Laboral: Lunes a Viernes de 8:00 am a 5:30 pm

UBICACION:

Zona industrial 8 de Julio.

¡Llegaste al lugar correcto! Estamos listos para recibir tu cv, analizarlo y comunicarnos contigo para agendar una entrevista.

Sueldo: $19,000\.00 \- $20,000\.00 al mes

Lugar de trabajo: Empleo presencial"
diseñadora editorial plataforma,Mexico,indeed,Diseñador,Tinsa by Accumin,"Ciudad de México, DIF, MX",2026-04-23,,,,https://mx.indeed.com/viewjob?jk=5a4dab2107406c26,"Ciudad de México
Tiempo completo
Empleado permanente
  
**Tus tareas**
--------------


Participarás en una amplia gama de proyectos que van desde el análisis de datos hasta la producción multimedia:  

* **Diseño Editorial y Consultoría:** Elaborar mapas sociodemográficos, editar archivos PDF para homogeneizar avalúos y actualizar formatos de consultoría.
* **Marketing Digital:** Crear flyers, mailings, notas publicitarias para revistas del sector y artes para redes sociales.
* **Multimedia y Web:** Edición de videos (recorridos de drones, entrevistas y reels para YouTube) y diseño para sitios web y plataformas digitales.
* Diseño de papelería, comunicación interna y gestión de promocionales.
**Tu perfil**
-------------

**Escolaridad:** Licenciatura concluida en Diseño Gráfico.  

**Experiencia:** Más de 2 años comprobables en el área.  

**Habilidades:** Capacidad para manejar múltiples tareas recurrentes y ocasionales con un alto estándar de calidad**¿Por qué nosotros?**
----------------------

* Modalidad Híbrida
* Sueldo $16,000 MXN Brutos
* Contratación directa
* Prestaciones de Ley
* Sueldo 100% nominal
* Vales de despensa
* Contratación Tiempo completo.
* Impacto Real: Serás el guardián de nuestra imagen institucional, asegurando la coherencia y excelencia de nuestra marca ante clientes y usuarios.

**¿Quiénes somos?**
-------------------


Somos una compañía multinacional líderes en valuación, análisis y asesoramiento inmobiliario. Nuestra actividad inicia en España en 1985 y, desde entonces, hemos venido consolidando nuestra posición de liderazgo año con año por cobertura geográfica del trabajo realizado, volumen, especialización y reconocimiento.  

  

Actualmente, somos una compañía de servicios integrales de carácter inmobiliario. En México nos constituimos en mayo del 2000, año en el cual iniciamos operaciones como Unidad de Valuación.  

  

En nuestra amplia trayectoria profesional, hemos realizado más de cuatro millones de valoraciones de todo tipo de inmuebles y más de 1400 Estudios de Mercado desde su llegada a México.  

  

Actualmente, contamos con oficinas en España, Portugal, Holanda, Marruecos, Chile, Argentina, México, Perú, Colombia y Ecuador, y realizamos operaciones en más de 25 países."
diseñadora editorial plataforma,Mexico,indeed,REDACTOR WEB,PERIODICO FRONTERA,"Tijuana, BCN, MX",2026-04-21,,,,https://mx.indeed.com/viewjob?jk=8f6c3a203fff7a55,"**Periódico Frontera en Tijuana solicita Redactor Web**

***Actividades principales:***

Responsable de la gestión, edición y optimización de los contenidos publicados en el portal web, asegurando calidad editorial, actualización constante, posicionamiento digital y coherencia con la línea informativa del medio.

* Editar, corregir y publicar contenidos informativos en la plataforma web y redes sociales.
* Adaptar notas impresas al formato digital.
* Actualización constante del sitio web.
* Coordinar con reporteros, fotógrafos y diseñadores para la publicación oportuna de contenidos.
* Gestionar contenido multimedia (imágenes, videos, galerías, enlaces).
* Cubrir guardias informativas cuando sea necesario.

***Requisitos:***

* Experiencia en creación de contenido, programación de publicaciones, edición de video, estrategias para atracción de seguidores, administración, planeación y gestión de sitios web.
* Excelente ortografía y redacción.
* Licenciatura concluida en comunicación, letras, afín
* Horario: De 11:00 am a 7:00 pm

Ofrecemos:

\- Prestaciones superiores de ley.

\- Fondo y caja de ahorro.

\- Pago semanal.

Interesados postularse por este medio

Tipo de puesto: Tiempo completo

Sueldo: $14,912\.56 al mes

Lugar de trabajo: Empleo presencial"
diseñadora editorial plataforma,Mexico,indeed,Diseñador Grafico,QUALMEX PRODUCTOS S.A. DE C.V.,"Guadalajara, JAL, MX",2026-04-17,,,,https://mx.indeed.com/viewjob?jk=f9977a615e538413,"Únete a nuestro equipo:  
somos un corporativo con 19 años de experiencia. Nos especializamos en escanear el panorama tecnológico global para identificar y traer las herramientas más avanzadas a nuestros clientes, facilitando su evolución digital de manera integral.

Responsabilidades:

* Diseñar contenido para redes sociales, campañas y materiales publicitarios.
* Editar imágenes y videos para plataformas digitales.
* Mantenerse al día con tendencias de diseño y redes sociales.
* Desarrollo de catálogos impresos y digitales (maquetación y salida de impresión).
* Retoque fotográfico avanzado (productos, modelos y escenarios).
* Diseño de piezas para campañas publicitarias, redes sociales, impresos y material corporativo.
* Preparación de artes finales para impresión y digital.
* Colaborar con el equipo de marketing para impulsar estrategias efectivas.
* Garantizar la correcta aplicación de la identidad visual y el ADN de marca del Grupo
* Diseñar y desarrollar materiales comerciales y corporativos estratégicos que fortalezcan la comunicación y apoyen el cierre de ventas.
* Crear piezas gráficas y digitales para campañas, redes sociales, sitios web y email marketing, asegurando coherencia visual y enfoque en resultados.
* Desarrollar contenido audiovisual y multimedia para marketing, eventos y comunicación interna.
* Diseñar materiales para eventos, exposiciones, activaciones de marca y comunicación impresa
* Administrar y optimizar los activos visuales del grupo, garantizando orden, accesibilidad y consistencia.
* Integrar y proponer el uso de herramientas de diseño e inteligencia artificial para mejorar la eficiencia y calidad creativa.
* Colaborar con marketing y comercial para traducir estrategias en soluciones visuales alineadas a los objetivos del negocio.
* Crear contenido audiovisual (video, animación, motion graphics) para marketing, eventos y comunicación interna.
* Diseñar materiales para eventos, exposiciones, showrooms y activaciones de marca.
* Administrar y organizar los activos visuales del grupo (bancos de imágenes, plantillas, librerías).
* Colaborar con el equipo de marketing y comercial para desarrollar soluciones visuales alineadas a objetivos de negocio.

Requisitos:

* Licenciatura en Comunicación y artes gráficas, Diseño Gráfico, Mercadotecnia o a fin.
* Experiencia y conocimiento en la ejecución de trabajos de diseño (Branding, Arquitectura de marcas,
* Diseño Editorial, Publicidad, Imagen Corporativa, Diseño para redes sociales,)
* Experiencia en uso de programas de diseño Adobe Creative Suite (lllustrator, Photoshop, Flash,
* Dreamweaber lnDesign)
* Video y motion: After Effects, Premiere Pro. UI/UX: Figma IA generativa: Midjourney, DALL·E,
* Runway, Adobe Firefly. Edición rápida: Canva Pro (uso tático)
* Manejo de plataforma PC y Mac.
* Conocimiento de Preprensa
* Conocimiento en fotografía para toma de producto y retoque fotográfico.
* Gestión de proyectos, manejo ERP, Odoo deseable.
* Contenido digital: Meta Business, Linkedln Campaing Manager.
* Capacidad de Análisis
* Habilidades de comunicación oral y escrita, excelente ortografía y redacción.
* 4 a 6 años en diseño gráfico, marketing o agencias

Ofrecemos:

* Lunes a Viernes de 8:00 a 5:00 p.m.
* Salario quincenal
* Salario emocional

El portafolio no es indispensable, pero nos encantará ver tus trabajos para conocer mejor tu estilo y creatividad.

Tipo de puesto: Tiempo completo

Sueldo: $14,000\.00 al mes

Lugar de trabajo: Empleo presencial"
diseñadora editorial plataforma,Mexico,indeed,Líder operativo Comunicación,CANAL 10 TABASCO,"Villahermosa, TAB, MX",2026-04-15,,,,https://mx.indeed.com/viewjob?jk=e5e104db8d02b379,"Vacante: Líder Operativo \- Canal 10 Mx

**¡Únete al equipo que mueve la información en el estado de Tabasco y Sureste!**

En **Canal 10**, buscamos una persona auténtica, con olfato de la comunicación y pasión por la difusión que impactan a nuestra comunidad. Si eres alguien proactivo, con excelente dicción y compromiso con la verdad, ¡queremos conocerte!

**Objetivo del Puesto**

Coordinar, supervisar y potenciar el trabajo de reporteros y diseñadores, asegurando que el contenido cumpla con los estándares de calidad, veracidad y tiempos de entrega para nuestras diversas emisiones.

**Responsabilidades Principales**

* **Liderazgo de Mesa de Redacción:** Asignar fuentes y coberturas diarias a los reporteros, priorizando los temas de mayor impacto en Tabasco.
* **Supervisión de Post\-producción:** Guiar a los diseñadores y editores en la línea narrativa y estética de las notas, reportajes y cápsulas.
* **Control de Calidad:** Revisar guiones, piezas terminadas y asegurar la coherencia editorial del canal.
* **Gestión de Flujos de Trabajo:** Optimizar los tiempos entre la captura de la noticia en campo y su salida al aire.
* **Estrategia Multiplataforma:** Coordinar que el contenido generado se adapte eficientemente a nuestras redes sociales y plataformas digitales.
* **Cobertura en campo:** Investigar y reportar los acontecimientos más relevantes del día a día en Tabasco.
* **Relaciones Públicas:** Asistir a eventos Públicos, reuniones de trabajo, conferencias, eventos relevantes.
* **Entrevistas:** Realizar enlaces en vivo y entrevistas a cuadros políticos, sociales y ciudadanos.
* **Colaboración:** Supervisar y trabajar de la mano con camarógrafos y editores para entregar piezas de alta calidad visual y narrativa.

**¿Qué buscamos en ti?**

* **Formación:** Licenciatura en Comunicación, Periodismo o cinematografía.
* **Experiencia:** Mínimo 2\-3 años en medios de comunicación, posición de Jefatura o Coordinación en Medios de comunicación.
* **Competencias Clave:**
* **Liderazgo de equipos:** Capacidad para motivar y dar retroalimentación constructiva a perfiles creativos y técnicos.
* **Criterio Periodístico:** Olfato para la noticia y ética profesional inquebrantable.
* **Excelente desenvolvimiento frente a cámara.**
* Dominio de herramientas digitales y redes sociales.

Actitud: **Disponibilidad de horario y gran sentido de ética profesional.¿Qué ofrecemos?**

* Sueldo competitivo acorde a experiencia.
* Prestaciones de ley.
* Un ambiente de trabajo dinámico en el canal líder de la región.
* Oportunidad de crecimiento y proyección profesional.

Sueldo: $10,000\.00 \- $12,000\.00 al mes

Beneficios:

* Aumentos salariales
* Opción a contrato indefinido
* Uniformes gratuitos
* Vacaciones adicionales o permisos con goce de sueldo

Lugar de trabajo: Empleo presencial"
